Feature_1,Feature_2,Feature_3,Feature_4,Target
56.80612190600297,60.76313383693943,4,27.50086185191396,0
59.203925140895166,72.53535578144042,3,25.947326522222518,1
26.636900997297435,51.111421706296625,2,11.601733753096195,0
97.26261649881027,74.42923318356938,4,58.78548997680135,0
79.76195410250031,29.29847812677663,1,14.184427607987107,0
94.55490474077702,24.44926340967268,2,26.709409153878365,0
90.5344615384884,49.16678451655072,3,16.934940183695034,1
63.810998092997664,55.76098173408961,1,50.51295998717548,1
92.96868115208052,49.509578778588605,1,21.522630115591284,1
17.964325184672756,18.98836849940185,1,30.267928438841164,0
27.638457617723066,48.66319940730818,4,60.43368946581595,1
14.070456001948425,30.432957492427203,3,22.644282471136645,1
39.27972976869379,60.04508823245058,2,33.00102349170474,1
44.98095607205338,55.498973691452726,4,15.526763571837746,0
34.42141285965063,35.90180320508967,4,26.40383541633144,0
84.58637582367363,42.2919962399496,4,38.70555710169233,0
42.10779940242303,34.11179717166573,1,12.195815794277094,1
35.28410587186427,49.059813540902425,3,23.073436812794025,0
58.84264748424236,64.32713480751858,4,33.743284497625055,0
22.683180247728636,35.21410930496684,2,7.241046297913235,1
82.19772826786357,57.560697732767665,3,37.82207354851398,1
16.709557931179376,42.04613572441339,2,31.943439979757688,1
98.81982429404655,38.10690751606484,3,19.725972017809696,0
79.50202923669917,48.394544600681634,2,28.717210051402102,1
27.884411338075516,34.47136516370939,1,60.08221918617068,0
10.496990541124216,41.69526041979227,4,9.712260572285624,0
83.39152856093507,32.03183161116728,2,27.500735391621127,0
73.61716094628554,79.47087699374583,3,50.459339921231006,0
75.61064512368885,50.52895327957593,4,15.951835961325392,0
79.41433120173512,39.50411738011122,4,21.444346597451258,1
16.664018656068134,53.20969866101333,3,46.315732764973994,0
42.261915568984534,48.31507925463755,2,27.810240669822207,1
20.428215357261674,46.685456007001655,1,18.504053848273198,0
87.67930832880342,59.21250050065138,1,11.455555890742458,0
66.09683141448022,61.36261565070958,2,42.289505550988835,0
39.78082223673843,42.04248278584209,4,64.40679634524122,0
15.720251525742128,41.3627263903298,4,30.83255266751108,0
37.9884089544096,45.874224542725344,4,41.05774245043222,0
39.266498982407235,15.471182528966224,4,19.605420588440754,0
75.66455605042577,27.272134067021717,2,13.887477350878246,0
67.38017242196918,70.50311401166786,4,9.852676123919558,0
89.84914683186939,74.67451570251926,3,36.726113123900355,1
52.49934326457544,46.264459406654325,4,50.737933457377494,0
20.763482134447152,58.648354445836496,1,23.64619685412546,1
74.19203085006956,54.66875231815304,4,40.56361401586,1
78.47065437552077,96.18321212682856,2,26.490977098893786,1
60.51494778125466,66.79362367151865,1,38.08117943964557,1
79.38704619591049,48.0812361277885,2,22.53317470448953,0
54.44160367279517,35.666893390993614,2,4.515369517060627,1
57.045954644379464,25.90330519613641,1,16.436603283956178,1
48.47869165226947,53.051954538008346,2,19.143069972773937,0
12.287721406968567,38.654738820735446,2,26.164611414495308,0
19.7102284293974,28.666194356034886,4,35.63937219389386,0
12.828626711806082,40.301406736362104,3,8.07393667249193,1
67.27693701374024,33.77677994578407,2,10.845747547886782,1
38.2920382968694,75.30712452608847,2,24.552664654232526,0
55.77136220482325,63.224596354241754,2,54.53972463065507,0
91.68098265334837,49.88041038025074,4,33.55411391283527,0
32.43630062339874,72.19916208335039,3,11.193257488627385,0
46.93446307320668,51.16052461471428,1,7.861861954219991,1
77.99960246887439,37.08073698007605,4,22.324955997792298,0
30.59183489424602,72.84686115904486,4,23.934489305310983,0
16.92819188459137,58.08365065526988,3,46.916508399867666,0
36.077630762239124,34.441307685103155,3,10.93010128782777,1
24.5099158528604,47.14491982874588,4,35.084173842386804,0
93.67278871083158,36.86572619922865,1,11.473327681688954,1
82.73083416079753,29.25800403553496,4,52.09560844968074,0
67.00633808593811,63.892663212974625,3,46.291911654104496,0
88.43145311689459,78.64124960705196,1,44.58084306295856,0
82.33048692092031,29.02148639271288,3,45.07456473585096,0
26.791305299743225,58.444538550358565,1,20.776870168573698,0
90.330309864098,40.2403614631726,2,55.308463989307285,1
58.540801772408564,42.69311924352956,3,24.14057853315312,1
82.66961396476563,41.11409113641696,3,35.21991446239846,1
90.64821699311439,37.04013845480276,4,56.233355541039344,0
38.62031274746775,50.72782441917241,3,6.6028107172517005,1
19.90467320749091,37.535748253834434,3,47.8010362793978,0
30.51416462877475,54.056852386697585,2,36.195574219105254,0
48.43970097636307,49.246428358262946,3,40.16190764260652,0
83.62132893302439,46.41577929700385,2,14.476908879022119,0
87.46575249307091,36.386545069376034,2,14.853618339714062,1
10.625691747807164,41.34843004147501,2,26.731228227700182,0
55.967257231980916,61.33086838738634,2,26.65058948831771,0
47.56699028339011,57.51375781436571,1,20.16844401116823,1
29.98970294236572,35.33667132802174,4,51.91348577625704,0
20.787883060031454,51.489984581438385,1,1.2576968831467985,0
40.385365426326516,61.27080685057683,3,23.005953211192406,0
94.86187335212672,24.958920783179423,1,8.916247674529961,1
39.088263881867974,58.15040288569902,1,54.37183231209585,1
56.691155956902946,40.060643615812296,3,33.80641675028336,0
73.27170630056601,58.55898002889739,3,22.099377678765254,0
42.726664214136456,38.55111265186225,3,12.232166966906016,0
97.46038744488646,22.926768490032213,1,32.715774615691906,1
96.62025654479001,25.586863431752562,1,9.997482682028872,0
32.66040662428277,50.72127419992073,3,33.759203987394116,0
54.75236553031469,53.89583752582223,4,58.28544730774738,0
37.07904788350927,36.43525062343387,4,54.90326088038333,0
35.63564449397208,59.57888688166061,2,14.44002153105774,0
13.319825261907951,25.0771990659656,3,53.978868500882335,1
64.86079005819072,49.00880302029025,2,4.91039142380159,0
55.24111209059753,31.83475700356315,4,22.69298672078842,0
14.633087612499041,40.222458382967616,2,15.07116244682386,1
35.07818178129503,50.71098006974621,3,3.9774266807851397,1
91.74392973699884,37.09379952074072,3,41.995867755191874,0
31.560570160027517,44.23166683655262,3,47.032093240572884,0
23.04053848821008,65.0943921382166,1,45.9322562425661,0
54.05074842498067,41.34662195715277,2,29.28697416440324,1
98.70854086995406,62.535381680977125,4,32.53208111970423,0
31.784974436035036,33.05439718013573,4,60.8299740483025,1
70.49219926652907,57.947062668729245,4,22.799591781365898,1
78.54576537958458,71.6235293098685,1,32.85833899501695,0
31.38737895931597,12.925332498090661,1,18.8908839828141,0
75.53947137506736,38.046571167942844,3,47.59491652842039,0
43.10048194473279,58.6560819077081,4,46.19524675485083,0
66.90752475342215,46.95431920935511,1,33.552196724204514,0
67.01767396848052,55.56718810056963,3,29.133052635406433,1
58.21972156672826,40.94022219926269,4,30.10360813901332,1
18.12607930489675,51.2988468120935,2,32.719066890772694,0
85.17722460303142,47.664841469118805,3,6.764099286707154,1
38.870205847456226,67.5167309248971,1,33.280396452018294,0
26.786665935986882,53.816312649518196,1,56.89403837780267,0
13.669762739928753,55.064039931128036,3,16.873682327409085,0
63.18036488694176,43.82184550816299,3,32.347850774297825,1
70.98079256580542,42.6859066389126,1,25.951423642259236,1
11.492904603507053,43.51162718270569,2,21.073410761815943,1
56.088375246935286,55.91678213567445,4,44.54389315848823,0
30.384619767814417,43.68523278769605,2,19.252517781702654,0
68.06555113685049,54.34662285344619,3,42.15730229751968,0
25.69297861044923,81.13101197968157,2,31.47556062634345,0
72.18439642922193,63.06687055147539,1,8.917514806890406,1
44.806181167048365,45.10964701748238,3,18.139749745536847,1
94.30569898630611,68.01820883245918,4,28.88520759798477,1
22.376884973139394,43.87886940467673,1,19.122046404901067,0
40.695971594523265,19.428131972332192,1,25.463202598101102,0
20.212616911653015,34.87870533623894,4,26.260915795931457,0
93.22242564507064,21.938121184612164,4,18.68577020761625,0
88.9605418042883,44.72729773938037,2,12.35656832485277,0
33.21474649436401,50.276275687843274,3,35.909026670109476,1
69.39856414307611,75.14655968412924,4,0.7247912732123117,1
83.54999801810942,54.90391060646244,4,22.541229173963977,0
59.96807304395161,46.71349206786704,3,36.82584032090778,0
57.66855205204058,62.441083717752335,4,47.00537573475749,0
31.76670618104065,16.832970364881724,4,23.340795938545686,0
18.379249102530927,53.53421837162849,2,60.455062392478595,1
90.74941821579941,61.562977908304504,1,11.161825582150756,0
91.03762514469975,27.821206313302376,1,29.180063638815756,0
66.97913115459411,67.15631064810394,1,24.367885033200437,0
40.51268119438306,55.07744611241621,1,9.117290073823888,1
41.428861715139476,43.77068129148798,4,34.238261216894415,0
75.33601109832155,59.491727991594274,3,26.13583638874165,0
90.73992339573194,84.06039286706593,3,10.545421749979745,0
89.83777818386056,52.72799382587743,2,33.941958951777686,1
80.18879912718614,53.723308794505044,2,6.674404650508572,1
67.78284815388591,43.109586506896335,4,39.48447858495602,0
17.572596849554394,37.25233445802812,3,17.015973446901885,1
24.54658426851524,62.455037248163684,3,69.12093386389427,1
90.86987696743714,37.15874261136699,1,17.016504307163668,1
64.57861536936309,51.073493558290885,4,25.965807209419907,1
10.827734645496669,42.83513829852325,4,34.08592494335257,1
19.132438857942887,57.18469738619588,1,19.36145912070428,0
69.71515921972502,55.00493157930423,4,44.21189571746821,1
10.455542546159682,65.56309916386849,4,29.181463438268228,0
24.472724627574877,42.349754017178796,2,4.31616328618451,1
59.38604104299275,45.95187597059943,3,8.526285170391148,0
72.27056779234239,35.31854426326539,4,47.37658354893495,1
68.67651335523405,43.33560109885833,2,27.39533039710695,1
30.18423785145038,55.65950739567278,3,23.739520744884942,0
74.09612992127823,61.35482924968028,1,26.70788820929144,1
31.352417874712007,36.167520137335615,2,10.34879707346583,0
39.285972834334096,63.044088801584905,2,22.795113216234185,1
77.18422646062217,70.33456788207427,3,26.273333052540547,0
68.46696091424931,56.20152354835551,1,68.91140409001312,0
86.43010694447601,78.151937188371,2,25.056494006746387,1
69.18516030703091,38.39316201344641,4,24.464969297662236,0
61.147774300192445,31.330179450328746,4,27.673841493821488,1
18.430729104528325,23.31919626643582,4,27.220512050485734,0
43.09442227534902,72.44066467233775,1,22.994845690931623,0
33.86821309135529,59.81548484531086,2,42.570532098434086,0
31.95906790411752,49.16622993634317,4,22.271118741639413,0
97.57094992772011,54.1995293947973,1,47.73689304451496,0
45.378795220008435,33.11766429052435,4,23.101298651698983,0
90.2841899659402,86.68627969425239,3,43.14435361946499,0
66.80247633975367,51.93831772962841,2,38.687976021019075,0
81.53301731874836,51.64092191907339,2,20.8678135078325,1
55.23733837946729,60.88649935848038,1,9.002499819996725,1
61.92134961637232,57.2151384760507,1,60.38569167009646,0
54.32659244369775,53.35826036418697,2,22.6523325230121,1
27.571868901824004,38.142883168320324,4,30.42970610133372,0
75.02069037353547,57.072025357039934,4,16.462586137498683,1
35.26951261967702,78.2303674471255,3,18.239723623494818,1
12.188436978830845,70.18130069232467,4,47.66491048877699,1
68.09250663164511,73.89779939959095,1,52.640863859381945,0
25.939961146634403,42.33176485353222,1,36.0920312341557,1
94.64127259176229,35.15592769612129,4,25.095532962013028,0
95.85357193023286,48.11319619850528,1,38.353167265354635,1
92.33779511984037,50.835873684330416,2,19.59117186620537,0
43.31428302299,66.41287277706422,2,29.761508134633168,1
11.391095487598069,24.61303055427771,4,13.237350274514814,1
93.54867063289528,72.9432547919092,2,12.6311680440905,1
48.53657334855829,47.629881521315156,2,35.47665226580853,0
96.99893371393026,43.5967839507887,3,32.19807096428471,1
96.72579793803276,34.81843437109749,3,31.080926061425902,0
86.7708509920624,25.17714992201346,2,22.66135263526242,1
36.50040028626271,62.34755875942872,4,31.166132266605963,0
44.658795574173276,51.09976950782606,3,17.2173590514398,0
86.60230043651713,30.650586503884192,1,4.146697521282484,0
38.522980464064986,30.573818419045757,1,27.61974130074415,0
25.254347201748324,44.96322951064808,1,9.425356031693806,0
60.11211362125152,75.0353228793409,4,41.18445340829866,0
94.25392967447029,46.10612972954593,2,51.57009792685964,0
72.64268170074757,27.45285570322841,1,63.422832682936914,1
61.30550530804285,46.313854038710836,4,27.170217319000567,1
18.74588443936917,45.90914645378494,3,16.115555595365098,0
65.35065040292528,9.546700355876425,2,30.19616530585536,0
99.10484650938369,49.18557700223282,3,24.747616586330075,0
22.60756137128716,46.53598204686983,4,27.73672197869529,0
56.64966871273631,60.44309547220128,1,47.222499596045935,1
88.96357647351599,77.73434142418017,1,21.903951367592533,1
76.6691755978784,66.89847544321637,4,25.130404126245264,0
72.73141668957412,45.96666964167754,1,13.449891422559377,0
73.22356755883983,33.40211136887494,2,25.75375190463321,0
42.35420360977797,88.60039704874791,4,57.58311543371693,1
36.4232659838044,50.888276510217324,3,17.478898807467765,1
82.84250399306623,50.20893937869419,4,44.04393990716352,0
82.91020552112627,49.638123693349954,2,23.99687231550571,0
88.03650867220934,52.971271411517826,2,44.57504855829945,1
92.19164973008242,47.834593821140864,4,41.814573239418394,1
56.020815897484404,41.39506989679646,4,12.477872464880942,0
55.136466521847964,41.79711588139412,1,41.35696874278296,0
81.84656610700976,49.50870094676002,2,8.552216071945434,0
68.49675376999886,41.84862843299352,4,10.238495285184403,0
73.17701895319331,39.30731325984253,4,22.850508874050057,0
81.6213402492491,51.596453415378456,2,54.66614162505907,0
90.10048076358096,46.17534173868717,4,35.10850322437097,0
40.41956411663823,72.55989482874033,1,13.941057604626685,0
43.802465737594964,10.235452874104823,2,5.369951548994858,1
18.45837458567821,66.37260277883692,1,38.06987361056626,0
62.045212689655656,68.69127788746444,1,27.942240442944833,0
13.234804641706788,18.89914651387776,1,30.66911814390244,0
51.90382163192142,44.85968608879477,1,34.30330836467325,0
58.838017123681894,44.428387010063126,2,47.611454437072105,1
35.7887126915456,28.887324579232683,1,25.54704259647891,0
63.174993451210966,38.33274968613687,1,50.120060178320834,0
12.745022494514448,33.34136231801257,4,15.400666296079905,1
13.361336987429297,76.28405665135435,2,6.323234040516468,0
84.03405045936924,64.03517589721191,2,44.834545888275386,1
42.41715772701366,69.07332642491238,3,10.997586339778064,0
21.435446138669633,60.82508096064853,2,29.980310270744265,0
57.001893404932396,33.06422343174156,2,53.63077304756033,0
79.29941977887498,42.132196005803394,3,6.705426999363957,0
29.423892474715885,57.34061841841877,2,33.73425781481131,1
66.06014282371002,31.668082866620818,2,6.163751556213369,1
17.68127184943912,60.69497645258582,2,26.69105924136806,0
14.651354905174692,46.39511902762798,2,1.4681933127792124,0
57.82191684113332,44.377687886756036,3,9.291290127017373,1
58.657160944909585,60.664399523052374,2,16.208459011388985,1
67.3686911348386,56.6639496722906,2,5.558771864927384,0
75.34822003503955,44.585507512713804,3,36.287314213680425,0
97.82668715162812,67.38994705046372,4,32.618555306964204,0
56.46703134710758,33.78405008600154,1,55.16768599767246,1
39.06608256471213,59.239034104163956,4,10.991865606237472,0
81.56675752918333,58.89651886952576,3,21.718481039517947,0
34.374902613586684,45.35680341029015,1,7.822097883115157,1
49.507427863507246,54.89199533363177,3,17.67688055025618,0
17.061074320803936,31.233296354220457,3,59.54379734962468,0
12.281566907391177,63.860405288103514,2,39.717268660938096,0
96.63835732101326,47.22646795335516,1,10.55672064555032,0
85.23821084609853,42.15915469221441,2,3.1185910555505756,0
72.63767854843282,65.73513838755333,1,2.7957961979081927,0
46.80576499728429,39.43484464185861,3,36.797659433535934,0
25.596488806376122,28.873080554546604,3,15.912957130042498,0
24.079333840397744,26.650562397141442,4,73.8086963835553,1
32.52186083481358,59.0901492701846,1,24.369917696780018,1
59.43039982355084,30.793559712555755,2,17.097774059130703,0
74.31363304300561,76.32191272976547,4,8.072398199878913,0
69.41776390459582,18.771058881744167,4,44.777919975228045,0
35.19405072513486,75.44684552435058,4,19.735165471552502,0
95.93787525968747,53.16526200803928,2,26.14729695537015,0
76.41072250261917,48.549303321944116,4,27.91904822094437,1
59.891864726026064,41.826213697865754,2,24.924642287697086,0
65.05486716109169,55.987041715281066,4,38.88004532026781,0
47.764005618501095,49.435479463627274,2,8.983097773481848,0
32.29578905510417,66.54952823024783,3,23.93537041475697,1
42.03754107861354,51.7134147299306,3,20.045204994057464,0
78.20614994179321,52.25452642192816,3,40.099694375353145,1
11.295413976678027,44.54581681679216,3,46.74355152035755,0
20.446537645622463,49.14581564418399,3,12.791579245418195,1
14.140237781957747,54.61702653338089,4,40.373494198452505,1
13.665592208707313,24.347474110150618,4,8.948655761560051,0
86.99145256099065,29.777218668414307,4,24.781566399063273,0
73.32920734420213,61.148961410340725,2,26.449203451846,0
52.67564461785927,52.562981571919124,2,45.49932251283338,0
18.805074458590134,47.24024995470981,2,38.95079338725104,1
54.24542876051491,50.2765089959809,2,9.718177285658083,1
52.61245937025091,55.21372558042506,3,38.28986050331805,1
25.58816829190137,41.90360479535958,3,29.7838427885603,1
49.04664843141757,38.32542911896531,3,59.03979088514873,0
45.86542609576361,52.93767882646522,1,17.60983318750709,0
65.42650882469948,35.32440833577452,4,21.44134952920709,1
67.15842857808795,56.12379133571708,2,62.04682337798468,0
14.077360879484006,24.461245936432395,2,48.72331449600043,1
43.71513531638241,65.43733455988465,3,9.620692451496076,0
66.32739241428128,57.08896223619564,2,24.965580347196685,0
55.28226327220789,53.840446014708135,2,34.1237799092246,1
87.08408570694901,64.74036475918271,4,40.09150563139554,0
69.28242684570506,74.98211666693865,3,11.793590761943248,1
24.664098437328672,65.21555097527195,4,55.72754113921149,1
16.351187266038686,22.386886530025322,1,6.294278801876782,1
67.8177350385684,30.806345498964475,1,12.295220654768162,1
12.386017948745963,40.62772133456482,1,53.02969759506505,0
62.7198023146117,50.3913657531625,3,27.09993961105075,1
94.62072172824618,57.76488530703685,2,27.708902751884185,0
61.792676008829105,39.11384280269802,3,30.1184192228817,0
44.935293358586975,52.80150146715617,3,14.014940155761469,1
67.89593965981179,38.66925601470016,2,7.373378490111674,0
51.2427601442365,40.82723295512078,4,32.915651051709325,0
59.105511038434145,28.900083547276665,1,35.9768584824016,0
94.73183278988726,36.151501308336435,4,30.977747327024048,0
44.74923740206968,29.724730915754996,1,18.035041428788407,1
96.50715074415228,35.36190120534001,3,11.049325801614986,0
91.48155777604573,65.80462694911759,1,22.685261894516533,1
27.62120213103668,35.759016667520854,3,63.89059701703223,1
16.24251707876489,89.48573097256086,4,24.313915351568323,1
19.070020123968398,57.39976851321334,3,21.596804604807858,0
11.639964308639476,52.77254185542311,4,24.855717435847975,1
18.499866468033556,37.1246332972818,2,23.747045971287374,0
71.47060960747211,60.50464819113487,2,53.19284493276698,1
16.40697836142061,41.36543260643339,2,39.04389243462244,0
38.70780672643852,51.83014721968042,3,16.973758904288573,1
86.03877798725091,88.40126807403192,2,20.402617501501798,1
12.094474216224327,48.559101504130254,1,25.492632671059894,0
83.30216343300422,67.23909989428513,4,28.906082696293733,0
35.36692972960599,39.45235362311169,4,14.078969013769074,1
20.634834485949064,49.47517264254557,1,18.846863488275698,0
72.70634488277355,76.56200953453265,3,56.519920122779276,1
66.60485621018955,40.59549413318349,3,54.41384134079767,0
88.97248121743476,77.18672836995393,4,20.74958132489381,0
76.15639394234972,60.616279031832136,2,19.37947313120766,1
82.31328373463637,41.56299836158598,3,39.1736597857107,1
35.38311153141758,59.48611608583281,3,5.49042835324885,1
25.969558940175055,64.58831674440094,1,51.3200034727355,0
77.55532764767725,59.327149433257944,1,16.80138488305095,1
82.61512653405376,26.446629201643155,2,34.9845138296325,0
99.1454627800606,39.09294236262697,3,6.470899156806993,1
47.135590922028385,46.287220466727426,3,39.92098512519557,1
43.481627721350485,48.88349856349931,1,36.02074853627584,0
79.87716646677971,59.31008146326017,3,33.681581644063755,0
40.672318622771606,52.66551501399881,4,12.566751557557145,0
93.76815930432082,29.969834619348482,1,18.6745643052941,1
87.25714766587106,55.70296776508945,2,30.90542956810058,0
48.609462463751655,59.15878617925735,1,16.11047165510067,1
77.57839610123476,58.396856718965594,3,15.601939383489905,0
77.90885866762142,66.21171088331933,2,48.91720840330514,1
19.281148195233936,62.50883231823356,1,4.05952160464261,1
91.229761601161,56.88770118842655,4,50.131001717307036,0
55.472713520307146,48.94751432812029,4,12.548012366790601,0
84.38117194969675,25.08558599726013,1,37.83262469877855,0
38.804464092755055,56.44427328698879,4,32.22129037148612,1
90.59709056465805,53.115315307446664,4,12.136225357209524,1
45.02815108607468,54.0736825579306,4,16.47667199410821,0
10.975388633226853,30.84877136269536,2,42.10690230658029,1
91.48437787773373,33.784151893876064,4,22.30656431040991,0
18.21580091075202,65.79729279999356,4,74.75416808203147,0
38.73822738313734,49.406672692150174,4,17.653263115212866,1
95.50557703457244,60.22251046058936,2,16.939987569774235,0
95.55464322438004,50.42477564195692,1,10.123676310915995,0
61.60940993109575,50.446342092436176,3,15.521976788527784,0
66.86534909528194,64.07425708963997,4,25.16719879928031,0
50.36009697804878,42.25932907673939,1,69.88438963940432,0
36.388969452825805,51.44181165411475,4,16.287619472878653,0
39.57980908329243,43.06587066942436,2,3.5861074519571012,1
70.52666104693346,43.482556588515266,1,18.689261626561333,0
77.7137076493912,45.36241814797041,2,28.021975907890234,0
81.24211393532637,53.33200657450569,4,50.39853388745347,0
81.06563285150985,42.818770675047844,4,29.05356993774629,0
18.208549274382133,68.83634188360281,2,21.37032540043946,1
54.49782742323233,36.580890466707444,3,17.420404077010232,1
15.180288401497986,47.196925337579614,2,39.919600736253635,0
59.4575994091362,43.40403412588738,4,26.593194966384743,1
49.73774512360393,71.704668265306,2,40.20401338219225,0
89.89337644824698,52.94832164767362,3,10.54043592980552,0
41.58235112968708,65.47766809202952,2,18.962207868009486,0
20.536031478484528,27.71659440444542,3,35.48328182831716,0
22.869251384755227,54.00575398803888,3,7.851743073924757,0
78.5359568545725,63.34446193435156,2,12.350488995470801,1
65.6396256984635,51.23425983913136,2,24.137784545030637,0
19.101040851051124,65.98220562598027,1,46.885431030478045,1
17.569612550349767,42.24067324849442,4,54.916718143605124,0
73.08722183132079,71.1402116027837,3,13.208665662881735,0
16.548670572777418,84.48347185428875,1,29.893631402013455,1
83.96740533613206,44.55742159340512,2,51.46805029932751,0
73.56180044408467,43.31746217898842,4,40.08971368260079,0
17.32139025777098,71.80076715676552,1,28.42255949831302,1
17.635394267667273,73.69358218596068,3,31.754411011338206,1
98.7975620651058,42.15709959270097,1,13.848346987034896,1
43.68437161805083,43.69719774356214,3,20.097123645401037,1
43.357793236020186,45.773230867092394,2,24.188964316220723,1
83.15196105317523,29.833242334485846,4,22.956119418903832,1
95.25237196454728,36.220220802737025,4,21.568607571636463,0
98.74009574405838,34.93788849871898,4,12.310958018220287,0
77.80403667330475,38.483036523438074,2,51.606248585607375,0
43.86336269778242,49.47972668919828,3,26.23139249573352,0
17.51506450288019,53.51322098804781,2,23.09942687514944,1
79.94322243346932,73.25750739221115,4,9.595128593448145,1
60.256382476222456,35.024689388918134,2,34.035335737121706,0
48.17998083222786,64.76483597714875,2,15.694670027434334,0
91.57189465852623,46.790167336617365,2,16.200257717108478,1
20.00777340755362,49.25804435521351,3,19.459935313145536,0
54.336259386177325,60.122292382499054,1,38.890333638492116,1
11.021828029067716,33.159169676565526,1,32.40072686151163,0
52.17945777947136,55.736146192760756,2,5.6960686861772745,0
15.067294811365361,52.49678312319584,1,50.684432743868825,0
20.693612464126474,57.38676896012224,1,30.439250526781684,0
20.577362209939437,54.33752965861727,2,29.72452247392276,1
68.42892719044572,86.82950209866341,2,13.67056096153261,1
77.1440391338881,40.43390023623026,4,44.914011712217096,1
62.503188858744366,42.035045674972736,1,25.181479605739426,0
96.59552936270877,40.65289210362853,3,16.951392607312645,0
43.73835215713336,41.66784321259618,2,8.014649270573642,1
35.714087765367466,40.439193090402235,4,23.25370523553835,1
88.17392153705143,67.83524796661328,3,48.41625365767797,0
30.123625466750738,71.30756371984782,1,16.93257626556566,0
96.69002854965501,41.438805593757856,4,7.477892700140167,1
11.09390272208347,37.51466640343657,2,18.52423234921943,0
97.28909440368751,57.07123334579606,3,16.796351370450527,0
13.884392075551851,41.716654335785435,2,27.633549496605447,0
90.2028802328264,59.493977266332664,1,13.097855154707988,0
57.49309981776699,53.0438453127695,3,15.42500262093677,1
99.36683165073703,27.263838275041522,1,8.993538353011882,1
16.641690826185897,73.21257801995093,1,34.65590425511273,0
59.846885596118874,76.93816509643283,4,16.499025374641892,0
97.2372282057189,40.80816964273421,2,14.543818446371128,0
57.078805975313394,44.18447660096024,3,45.1163889216197,0
66.64587743217362,54.287980860873574,1,52.92063498589319,0
72.61738200861555,55.01685184980538,1,37.7177197138795,1
50.90869582909959,59.878164090092454,3,49.77153092263308,0
66.48022720756572,80.15306808149525,1,42.318456662924476,0
62.58828807307902,47.34579158758926,4,21.733647489695553,0
91.10422094418901,38.02554133192319,4,10.54974346874187,0
14.090174230731208,29.31021157978209,4,17.711581607683303,0
35.28668706330073,39.036049400871214,4,15.601042342477015,0
95.53703356689029,49.503095406893046,1,35.83027272484148,1
90.12374055018248,76.91836795276681,3,23.82117203777517,0
51.009107750714165,42.235830514457426,3,4.443763713492062,0
65.8119338021383,53.35681927458348,3,17.74341564063494,1
34.96430646830194,49.753656558908716,3,8.10503458688375,1
26.930904375138518,67.82589910172126,2,23.325972978998845,0
51.7328564445984,87.90398638810433,3,45.63029734443914,1
41.80170052234475,42.03696840619519,2,11.099512270858746,0
62.529050066578485,42.658408362226666,2,52.4107383079782,0
16.996117326848633,65.66241315603608,4,24.94485341513156,0
